grid,lat,lng,pano,file,ssd,official,group
3,41.37315922340363,-6.378744201688411,k4EwDUS2ozmhw5P-EsyhwA,grid3_img27.jpg,0.8508142805557173,1,validation
3,41.1328548,-6.6015326000000005,CAoSLEFGMVFpcE8wRFc0NlFkN21yVXFEeW5DblpQbVl6WGI4ZWppdUJfMVRnSEtn,grid3_img28.jpg,23.217973467818087,0,train
3,41.95937126367683,-6.439524123520425,7_Tptli-U_HH4xy5r7ia-A,grid3_img29.jpg,1.186251143189227,1,train
3,40.586692046054274,-6.6025181080818225,SIYLI5vW7ExddhlG5foabw,grid3_img30.jpg,1.4748016262147283,1,train
3,41.69742723570965,-6.1489287329965485,4nMJwQPo3ko72XYkn-3d9w,grid3_img31.jpg,0.6528191199979295,1,train
3,40.351567698203894,-6.344424348262023,3AzHskVUroNvEraHRzxuKw,grid3_img32.jpg,1.5647604599157812,1,validation
3,40.54834158574043,-6.48940032990158,ShRlp0Dc-8JfZyY2EMgsQw,grid3_img33.jpg,0.7455017137546387,1,train
3,40.38942771359385,-6.192004121692076,b5ukkqYMmlxWZtUP5drKrw,grid3_img34.jpg,1.1041239065442556,1,validation
3,41.2771668782866,-6.223822140468672,JQdJ31LqYEIB9e1LhP1evw,grid3_img35.jpg,0.9473385599335244,1,train
3,40.16372253466438,-6.578624298872478,FZmJxy1bTR2F_fDdktmnvw,grid3_img36.jpg,1.8987061583828864,1,validation
3,41.7097241683886,-6.518834554855287,-c-N11zYkLA0TP7Mkclvdg,grid3_img37.jpg,0.8466569510162963,1,train
3,40.401150997779226,-6.605554420509431,pp0OcANKxiKxDNYEGfHMwQ,grid3_img38.jpg,1.340210918697903,1,train
3,41.93029672415784,-6.488725981131557,3EJtoorghT-kgt-d_I0e0Q,grid3_img39.jpg,0.8480506541820498,1,test
3,40.852036190090935,-6.708816207453244,L05m4uFuhOCr4bwqAKpz0g,grid3_img40.jpg,0.7061331509013666,1,train
3,41.14384583499109,-6.469322539959745,tu0QixAyfC1Ci9ui4yPqQg,grid3_img41.jpg,1.275528186183207,1,validation
3,40.14871519203521,-6.984902539938282,5lfK0BrXjXzg1w46fDpCUQ,grid3_img42.jpg,1.1369814115167174,1,train
3,41.02801739635913,-6.218048912423347,_OSILyKMvK-GNtjihMcUkQ,grid3_img43.jpg,0.8034747286859498,1,train
3,41.707460699215325,-6.376599761164527,BekkK6PR2aiXfh3e4W-SYQ,grid3_img44.jpg,1.0256021394187598,1,train
3,40.47482276753609,-6.457952094940213,aE5jg9s2tYC9oPIw7shezA,grid3_img45.jpg,1.0648100456881004,1,train
3,41.25457837470125,-6.309746875792174,CAoSLEFGMVFpcE9SUHRQcnEzdWV0ZjJfWlZabDdKUHhXUTc1MmxUdzBraEJuRGZB,grid3_img46.jpg,24.149584712004966,0,train
3,40.79214312647335,-6.802182777408392,pCWkO8SUon76ZjQWT7LXFg,grid3_img47.jpg,1.3420543460840946,1,train
3,41.737097210746605,-6.529037068852161,l5MjNzet_kIU39snG9Ohlw,grid3_img48.jpg,0.6899757365581406,1,train
3,40.029807672189726,-6.4035025350294426,dEcllxekbFFueDWIu-xbPQ,grid3_img49.jpg,1.093293573531973,1,train
3,40.875609614382036,-6.302173089216487,80XlNdFXi9z1rMOTGg4kRw,grid3_img50.jpg,2.10661494317433,1,train
3,41.875340509289494,-7.379054869507519,eXQhYuHxvjdG1vG1B1Ay9A,grid3_img51.jpg,1.456614245224173,1,train
3,40.5305379597372,-6.051803350856442,6d80jI_aZcdPBi0kI2gzxQ,grid3_img52.jpg,1.8664790059618857,1,train
3,41.88344075379954,-6.502254514218472,0gl5HdCHLNHTP6Erqx5mEw,grid3_img53.jpg,0.90959766329591,1,train
3,41.086681710017174,-6.715396841072033,J-MweS72tpOmt8RIQ7mF7w,grid3_img54.jpg,1.1514376397463248,1,train
3,41.12942481229162,-6.453500569451211,XEVTlkFgCIcm8FURnqeYxQ,grid3_img55.jpg,0.989834724060884,1,test
3,41.4707146,-6.0575918999999985,CAoSLEFGMVFpcE9rQ3g3TWl5VHBkX0ZyLVN3MlF3eG1uS1lMc0pFWlFRWWl2RUF1,grid3_img56.jpg,26.27254511570109,0,test
3,41.26863964153436,-6.450611266335014,hZ4AjEVliC4uXu-_MMEsFg,grid3_img57.jpg,1.3009651698728015,1,train
3,41.52761112402665,-6.182200502117867,D43GmqASg_3-Xy9083iaoQ,grid3_img58.jpg,1.3340473056296585,1,validation
3,41.81599175597741,-6.257504965667898,P6paUpHS3OwnwQrBD1hHwA,grid3_img59.jpg,1.2478064906102715,1,train
3,40.226707828997434,-6.589073083619219,OuB2zrGmBPg0-7OTTMS3uQ,grid3_img60.jpg,1.4410026791656865,1,train
3,41.98875212952462,-6.683084837581135,1SE8kohqmhv4HAq8rpOC6A,grid3_img61.jpg,1.4700699929675651,1,test
3,40.21509428122428,-6.459792456232964,wihe6LC1YY9TjlxI58t0JQ,grid3_img62.jpg,0.8954999004566039,1,validation
3,40.98847720507193,-6.4554834038473405,9VUQinPzwzbyTLUYac6Ing,grid3_img63.jpg,0.6406277457472764,1,train
3,40.055111971609506,-6.142757387429862,QquvOboq8bKHt0rPPWISag,grid3_img64.jpg,1.7101811918184695,1,train
3,40.90303702533559,-6.13563932733922,eb_U6ZklJfhfBuy85i50Bg,grid3_img65.jpg,1.2064272096186537,1,test
3,41.45717187332138,-6.0729293672548295,aMxjF_ubQUCYa-gQAEcydw,grid3_img66.jpg,1.3240187720294752,1,validation
3,40.05672572514771,-6.248060634089493,F0O0tZoOyNf-lrmeDLgrfg,grid3_img67.jpg,0.8246803371717321,1,train
3,40.99277309519459,-6.414393051008815,_S3VLEJuq9d3ES1GyntEBw,grid3_img68.jpg,0.6762566807269441,1,train
3,40.70199973366244,-6.031882773079188,ABbiGpVEkNUjCEa4PQGOFA,grid3_img69.jpg,2.130428965273425,1,validation
3,40.77250765366621,-6.295209804032048,YpjhVvJMVWVEs-c88sQu5Q,grid3_img70.jpg,1.0329093173543749,1,train
3,40.99301302706604,-6.863925361925722,0EpT5s0IpXwzk6oeSSt67w,grid3_img71.jpg,0.6873732054484128,1,train
3,40.382718358595476,-6.599479984277807,3_GXKDikjkeEY2LVxXuSTw,grid3_img72.jpg,1.0230707517210298,1,validation
3,41.31951867552347,-6.381505472769855,zPp8dLqN3Fx_f8E5l2tZUA,grid3_img73.jpg,0.8294764495914442,1,test
3,41.18982378015225,-6.2269822261252665,L2qosVr7yMYPhZAPO0F_5Q,grid3_img74.jpg,1.6006876093413926,1,validation
3,41.99822801792789,-6.005387581203332,NK6T0ad0U54GnV39vaVLag,grid3_img75.jpg,0.8514447183819027,1,test
3,41.80559723559007,-6.234213800913296,oA-W1LO_y0qamqMjZzz0BQ,grid3_img76.jpg,1.0540017020125658,1,validation
3,41.92304152122918,-7.755166953804951,X-hHZbNsBjKN_6xJiytTbg,grid3_img77.jpg,0.8974172819065265,1,train
3,40.05973669999999,-6.0805121999999985,CAoSLEFGMVFpcE5nSjc1Y0dSRHhVX3NkcjBzTndqQkx6anRoaUJRQ0d0NDBfMFhY,grid3_img78.jpg,24.643883796276068,0,test
3,40.01390849657615,-6.35917063171986,aX7XtRx8wKKkTw93jmebYA,grid3_img79.jpg,1.0041078007610509,1,test
3,40.975813444928576,-6.2613057622463035,w09GAduAkxwSZ4sKhLCXxQ,grid3_img80.jpg,0.7788567715419306,1,train
3,40.02307152519271,-6.6215496982266835,ggxN6SHjmzzRKrkHKEqwYg,grid3_img81.jpg,1.4512265377585138,1,train
3,41.59643458672826,-6.180362238830407,PHgwKMHIgWZchPe8ifE0sw,grid3_img82.jpg,1.047452350344564,1,train
3,41.98947024398174,-6.0790108591473855,KRmsrIp4w18cDuw6chOngg,grid3_img83.jpg,1.3720665657268598,1,train
3,41.77167238996363,-6.1348600850279835,aPzdgD6MDbqQiCN-z2Rfxw,grid3_img84.jpg,0.8586669082238525,1,validation
3,40.95794714600937,-6.659204346608603,LCZCW5px990HSynvJvM_lw,grid3_img85.jpg,1.0607293915747928,1,train
3,41.60329907602425,-6.013323311516447,cF6ipgH8Q7iMRagEyX9AyA,grid3_img86.jpg,1.1061308916122614,1,train
3,40.995115500000004,-6.896763000000001,CAoSLEFGMVFpcE9jc01ycGJLZFFRQUlUQXZRa3hrc1hrTmRQQW1nT2g1WWNPR2N1,grid3_img87.jpg,19.66604679200615,0,train
3,40.26438758910664,-6.3942150257487045,isM-6vh241cN45lRz102wA,grid3_img88.jpg,1.0025190754803766,1,train
3,40.727215829489325,-6.339920402762918,yWPFct4wr_qHd4xYret6WA,grid3_img89.jpg,1.009372663321429,1,validation
3,40.20684705185876,-6.841086692050105,NAVXYXelGe1HnfmkV7sQMA,grid3_img90.jpg,1.0886431161779029,1,test
3,41.58686464798067,-6.002587955719596,c2PPuLO8lIZvGeOBSp5IhA,grid3_img91.jpg,0.7324135835910486,1,train
3,41.95388583719739,-6.33263831230304,jKF4OKgfthtxPH3YgZX6Xg,grid3_img92.jpg,0.7383325676354295,1,train
3,40.449571041045424,-6.383403206585853,TuiyoVWmBOoaDqvWwCFf5w,grid3_img93.jpg,1.065030980328147,1,validation
3,41.26399364474069,-6.448549162040077,-6DOwdSvDpzOtNX9TwoybQ,grid3_img94.jpg,0.688554480265463,1,train
3,40.64476117726881,-6.131675113684504,nXjYoj1yRzsP85Ut0oUmRw,grid3_img95.jpg,0.8270937601630834,1,test
3,41.10261063104342,-6.339373033758956,KLtg_4RNVaNZADf_E0h6uQ,grid3_img96.jpg,1.0131377812850246,1,validation
3,40.58140708869483,-6.537505275641563,92-lCBe9OxaMhcSz4ly23w,grid3_img97.jpg,1.81687842871068,1,train
3,40.67634840325528,-6.429051522638607,PPtjOTVZqawxRhciulY_TQ,grid3_img98.jpg,2.2664495810584957,1,train
3,40.00569136540103,-6.045731270592009,2arsTKSlaj2DaHovZtV1nw,grid3_img99.jpg,0.8777277761818427,1,test
3,41.99850858450682,-7.538738548096738,IU0o7WzTqTQ6mZFqUAdQ_Q,grid3_img100.jpg,1.1726031233182008,1,validation
3,40.741527481549724,-6.1276891579050545,D-to8oFSBZcAzjaMLkC6vA,grid3_img101.jpg,2.7530582514945365,1,train
3,40.6617198377294,-6.2737325927869065,7OuG4XsTw37k1VKbVnGrtQ,grid3_img102.jpg,0.8024698767794902,1,train
3,40.476446404526094,-6.031150311569895,BUoXJ4fnT4f4OPalBEdBRg,grid3_img103.jpg,1.6663982565987612,1,train
3,40.00233911462981,-6.0934587250662124,kwr1YomiRqkJ6oqyLAcVDQ,grid3_img104.jpg,1.041273360821707,1,train
3,41.19163087227796,-6.689865294942408,HwhX2QC5gEdQ0KFK9V2UOA,grid3_img105.jpg,0.6629574852664306,1,train
3,40.138068363691225,-6.679218117440826,cUJ1fYUUZnqHG1RKjTyhUg,grid3_img106.jpg,1.5574787443394715,1,test
3,40.94101528137405,-6.522614260176586,ohlaQ_oOIml8Qf8W_Mj4AQ,grid3_img107.jpg,0.8240739962636221,1,validation
3,40.320264587251955,-6.175757998071389,R33xhJxO6QkfkL1YJjT9Yw,grid3_img108.jpg,1.0100260495396378,1,train
3,41.03260449168867,-6.42798383860296,GrOTlq_MOwUIuP4Zrb4L6w,grid3_img109.jpg,1.1884417214824237,1,train
3,41.71535976558383,-6.180517327531692,G9hIzrET0DMmdwgwocc8pg,grid3_img110.jpg,0.9774083385386241,1,train
3,41.68819247424348,-6.475937735906759,9j9F6vvLRLNkQcM8zCSGLA,grid3_img111.jpg,0.7058871623941696,1,validation
3,40.788804025175466,-6.7456382109804425,FrPozf1k43n8u--H4HdghQ,grid3_img112.jpg,0.6906518532728811,1,validation
3,41.01833304415169,-6.3029423568686225,UyJTqeepgqSc0Yg7ldvq6w,grid3_img113.jpg,0.8797561837954929,1,train
3,40.67294087028023,-6.706035214970681,vYHDxZezbDl_oyCM5tcteA,grid3_img114.jpg,1.602307011087818,1,train
3,41.78716827706131,-6.141240958075273,w2nECfFsgVl8upWHwzQAsg,grid3_img115.jpg,0.9604776107494308,1,train
3,40.42686136511261,-6.089058766260811,RLMZPtN7c27cxUQ7rYvgFw,grid3_img116.jpg,1.6155369450130217,1,train
3,40.05529113437782,-6.0378623008902546,txJ7Dsbr_O-PMD9QAdQcgg,grid3_img117.jpg,1.4747202782360511,1,test
3,41.34502202422357,-6.0574334295530585,5Z5xQTrBJ64vPbUBVJErMw,grid3_img118.jpg,1.2056479236037545,1,test
3,41.808581852235406,-6.1611075597517075,DaOQLlSPzDunzAphkcPDaw,grid3_img119.jpg,0.8419193690306201,1,train
3,40.568927979993,-6.381432224919819,RQ7-yhbTbDqf6RvQ3J_W-w,grid3_img120.jpg,1.2600134310492448,1,train
3,40.223545939116,-6.8683240490739,CAoSLEFGMVFpcE93ZEdGZ3NQOEZMV2RPZklxZkg5T1JOamNDb0t3ZjFUazVmM3pP,grid3_img121.jpg,17.742627499225346,0,train
3,40.777779501958726,-6.226465011484461,N7rmvLaweI61r6iA-w6Zfg,grid3_img122.jpg,0.7621772193161225,1,train
3,40.34715835905786,-6.719172421119953,tZvJiwQy49GNPt2cNDOobw,grid3_img123.jpg,1.3470803708751407,1,validation
3,40.464282351221726,-6.114029412017612,nQYAsroSJ6ae_lzOL6Gmkw,grid3_img124.jpg,1.1387358647174244,1,train
3,40.697516062273976,-6.7703450455603935,XPVh6zILaCQG5WIRhwsHEw,grid3_img125.jpg,1.0203531388161686,1,train
3,40.64518071623962,-6.27404980502983,PSB6qn9-HRv1_2XEM1Fm0A,grid3_img126.jpg,2.1613380979221053,1,test
3,41.7232340282608,-6.215420735972048,cTxJUPQO7mEfxXrr1i2uXA,grid3_img127.jpg,2.124609645757144,1,test
3,40.8276760745399,-6.389585268125558,LPM-9TNBh-yC3RmlwNVOCA,grid3_img128.jpg,1.255991498932092,1,train
3,40.854234848633226,-6.249480745543949,G8iS591K7hRNgJD9weu06g,grid3_img129.jpg,1.476085952615975,1,train
3,40.23208941251972,-6.244913491258551,EoUEIAlWeVpUc1Q0cwlHKw,grid3_img130.jpg,0.9659591644405404,1,train
3,41.98338780241087,-7.308822986462593,GegarE_4jwNTi4xhZ4F6qA,grid3_img131.jpg,1.0244229192588137,1,test
3,40.374057991623566,-6.389634404156351,RjoaVOnSnI8_iyYxj5EYPQ,grid3_img132.jpg,1.2735918795963448,1,train
3,41.20850645798456,-6.6509714887045535,GW6pUVLEdQSu1_T09O0kNQ,grid3_img133.jpg,2.1225595961909045,1,validation
3,41.02623431728581,-6.2607529238045325,bzzgroNzwUSGvVqEZRl2qw,grid3_img134.jpg,1.0322879136081775,1,test
3,40.45650890823171,-6.6811202810229275,fVS9Jx6SgyUoMwRoq6qy-Q,grid3_img135.jpg,1.150338356994994,1,train
3,40.39342937941922,-6.717064309297192,MFcwCzb_5QfWVdtSt3z4oQ,grid3_img136.jpg,1.7737908736292252,1,train
3,40.58663238007212,-6.60328599407274,IYgDNT4f5dPuXMdX53dLCA,grid3_img137.jpg,1.247145165923062,1,validation
3,40.697874987708715,-6.706527232375986,-fpEgZqKiswmcxXRBkbUsw,grid3_img138.jpg,1.4366512556104818,1,test
3,41.036996233830905,-6.472501722692442,oRPNNyP_ls1Chj4C3LxTUg,grid3_img139.jpg,0.6970500367441669,1,train
3,40.022670386074594,-6.079053123025981,DJtsX_8vOoxxKSVHoN39tw,grid3_img140.jpg,3.394765889113601,1,train
3,41.60984316020021,-6.108913339519724,bVOGIveThc3Bt3ZoGwmQ5Q,grid3_img141.jpg,0.9793683283203064,1,test
3,41.031885295795384,-6.16473581447572,VsyeyI0r5MlzMp3xwymdEQ,grid3_img142.jpg,0.7947185307279535,1,train
3,41.06636143564593,-6.1928930597595535,j6HIdNcBI1t5fDjUT0GSAQ,grid3_img143.jpg,1.0034386691513282,1,validation
3,41.005820968937996,-6.334664884480504,0Ye0dEhEaRz49TUSFECBMw,grid3_img144.jpg,0.7109310408387025,1,train
3,41.10460789785418,-6.2788449899072,zlwBSHbDJMLGbs1nw6e02A,grid3_img145.jpg,1.2512470659797643,1,validation
3,40.69998563725924,-6.643294904711733,SzAsy4-Pab00lQnkRPLLuw,grid3_img146.jpg,2.4314954783616938,1,test
3,40.0494907,-6.0778279999999985,CAoSLEFGMVFpcFBZUU1vR1JWTTItYzRCeFBjQjJTcFdrdzRITTNxYldhVGRYMmVT,grid3_img147.jpg,32.48249105362813,0,train
3,40.032157828435146,-6.404438526475668,rOhE3PBrf0PxFzra3I1fYw,grid3_img148.jpg,1.038618711790022,1,test
3,41.98951805187102,-7.036135391226872,9CO0wwnqcyXwb9OLPxhy5w,grid3_img149.jpg,0.7824028161449914,1,test
3,40.70354714914966,-6.669635296668286,OR9m3BiOO1r084_mIcAw2A,grid3_img150.jpg,0.7230443519493452,1,train
3,40.986807241938145,-6.4579256708811865,JL7Uzymi_xrTwIeIPMPRMQ,grid3_img151.jpg,1.3508360830819002,1,validation
3,41.04730132168942,-6.658670605263138,KJc3mo1QbiOEz-FJc7HFPQ,grid3_img152.jpg,1.3477623359777384,1,validation
3,40.132519293277454,-6.6795972565628805,beNk3KhhT8Zejy8n7lUYuQ,grid3_img153.jpg,1.5334565952257986,1,train
3,40.00892458311356,-6.1359781560434286,ZjrcSwS2Ki1PgpN8pkvgrg,grid3_img154.jpg,0.9644333301820268,1,test
3,40.60286821260519,-6.822359194596831,N2ULf0h9nGDIZ48qYzIP2w,grid3_img155.jpg,0.9124012030472232,1,test
3,41.04400436761603,-6.796065987447316,tlLgmF4iXGYnRWnubGZnUw,grid3_img156.jpg,0.6987620676103492,1,train
3,41.02274851187277,-6.532387260275245,GRj9VmUTLvqaUYUQ69V3fw,grid3_img157.jpg,1.4730263528524787,1,validation
3,40.844799750057994,-6.617720267422067,sTFXEYU0QAYkzrHGhZtOAA,grid3_img158.jpg,1.1731137770941962,1,validation
3,41.05633139993182,-6.267794626540228,YFiye6vQVj85Y8PZvYs-Eg,grid3_img159.jpg,1.1190997836032155,1,test
3,41.32139620806107,-6.260052420296372,okSUTAATTECi7w8FOjMxHg,grid3_img160.jpg,0.8125303682920482,1,validation
3,41.73884174867764,-6.027553618122419,ZjD9OrcOJs34QnF2WVOIEg,grid3_img161.jpg,0.9024249751632688,1,train
3,40.973219401255186,-6.423019402563614,EHi2QuV_6izkuWQTqnFPIQ,grid3_img162.jpg,2.459077374346313,1,test
3,40.623116412133754,-6.20576255968395,JYd_6QThQRAsuHstgGhK0g,grid3_img163.jpg,0.7981271829212502,1,train
3,41.77003140166414,-6.505742834430448,anZ3RmyL_-WCOeE0mIKcPQ,grid3_img164.jpg,1.031838044082187,1,test
3,40.94970922558841,-6.606537816050732,8NwKczGVS0oopTfdj7xXtg,grid3_img165.jpg,1.092161310408153,1,train
3,41.124587734443075,-6.672314129731557,-s0RlPhdLqgYY3nROkP4qg,grid3_img166.jpg,0.607300203619739,1,validation
3,40.373640204257995,-6.759976136519427,TSNAJq1Tmz-ViSU-LS-o-g,grid3_img167.jpg,1.0587233287815705,1,train
3,41.84518244139729,-6.322760698271535,eAToBegP2GCASTiaOHN5mg,grid3_img168.jpg,1.047267748465278,1,validation
3,40.39847013747336,-6.319451092591248,7tJhXHYO6i4OFJsn9RBfvw,grid3_img169.jpg,1.0251279494260526,1,train
3,40.51638979403641,-6.1237168851317465,CAW-CCZttvvUNRG0uwl5KQ,grid3_img170.jpg,0.9260016179779254,1,train
3,41.955664697397715,-7.6166093720539365,xcRDtKvxrgwQF25C1mitaw,grid3_img171.jpg,1.4135669504343369,1,train
3,40.58897735246854,-6.605307901665715,LOiJhIxUVjW2yzC2AjENRQ,grid3_img172.jpg,1.4477270688121202,1,validation
3,40.09617619076248,-6.796566781908169,C_UYRAOOx-6b_pcXDtfVDA,grid3_img173.jpg,1.0846141729255114,1,train
3,41.121218305206796,-6.150721237205888,y6JBWGZXhtbkfU8ojei-Iw,grid3_img174.jpg,0.8169753623476191,1,train
3,40.79478233970078,-6.246918815130052,F542GQtT5KTrl_qx4pFZ5w,grid3_img175.jpg,1.19811264639853,1,train
3,40.71971238524039,-6.336893337748059,6ho5gf0x_GZB2ZBmm-SqXw,grid3_img176.jpg,1.0925296478393858,1,validation
3,41.6914146883495,-6.3223880698468635,lhU_3VEoyFxqyMHAX-mQEg,grid3_img177.jpg,1.4588760426856031,1,validation
3,40.08174888779939,-6.708642101118822,p-N62c4RlZCXV5qMi79BgA,grid3_img178.jpg,1.0693616271656936,1,validation
3,41.999172568191,-7.560644646114593,SnHkBvgXw39wIB0ZXPBLuQ,grid3_img179.jpg,1.2287346459496784,1,validation
3,40.8585478832662,-6.668404170579406,LX7tL-NH9SNr0jN2J76DOg,grid3_img180.jpg,0.6653813614712709,1,train
3,41.891067526846506,-6.431551605943339,BMl_blHsbfu49vJTGuIzmQ,grid3_img181.jpg,1.6415220863540516,1,train
3,41.882846226626576,-6.501922965775927,ce1W3bHMj7H-CN2IED0MGQ,grid3_img182.jpg,0.7562788419182453,1,validation
3,40.06172913554725,-6.244523016510168,_363lgRaJdbe2nU6t4HgQw,grid3_img183.jpg,1.8548478613338368,1,train
3,40.49482428649401,-6.495163335846577,jvVDEBIikR4NsXf17Lk7Xw,grid3_img184.jpg,0.8530742968375452,1,validation
3,41.963235,-7.454024499999999,CAoSLEFGMVFpcE05ckpIdWlHVjloemdjR2dqUjlZeU1qVUNIV2dsdzNldExUQWkx,grid3_img185.jpg,31.19571129475317,0,train
3,40.390970700000004,-6.3218473,CAoSLEFGMVFpcFBkMEVnWWtWbHBRUmNUWWVnODR4SHM2V19jTWxJWk5pSHhubzdH,grid3_img186.jpg,26.498447068971878,0,train
3,41.95959802446918,-7.612779081353345,XEU45xambPDfX3NxWl_bSQ,grid3_img187.jpg,1.3671846944812254,1,train
3,40.22764170066935,-6.837372169233259,CAoSLEFGMVFpcE1LZWFKNDktRHNIc2VVUVNaaXRQdEU0aW1NelZtcno4MGVnWkVB,grid3_img188.jpg,22.21281551794762,0,train
3,40.25082983750982,-6.4138295130806515,fmRt8JWetdhrtGztOu7j7A,grid3_img189.jpg,2.042884685987981,1,validation
3,40.218082,-6.133853999999999,CAoSLEFGMVFpcE81WFdsVjhsU2tmVGNzRTRFWU5aSHZHYVd1UUJTZGQ5ZUl3dmQx,grid3_img190.jpg,26.69276001825651,0,test
3,41.033571083795096,-6.468619455868193,cEIdb4jYLSxgEPENYa7q3Q,grid3_img191.jpg,0.8608877060632104,1,test
3,40.833910148025865,-6.6270464486639975,C-5cV0HRwY3fhIBmQrV4Ig,grid3_img192.jpg,0.9544626656810224,1,validation
3,41.915693480668715,-6.381433443009753,JyuW_f4_u7ECgDc7eltPSQ,grid3_img193.jpg,0.7814472655892986,1,train
3,40.334961597493894,-6.728659980769857,Y7e8U_bCxQiKQYovCRqhUg,grid3_img194.jpg,1.4790212844895283,1,train
3,41.185495908492605,-6.049245196212246,b0DHo_REf0vzUQQNw2J5Dg,grid3_img195.jpg,1.4853544874634772,1,train
3,41.69054437835549,-6.435896247729444,ZnALhAH94jie0OMk3diL6w,grid3_img196.jpg,1.2904505735120582,1,train
3,40.611247769629045,-6.480033463659548,uR0I2i5OVaXxOSrRlGjA7Q,grid3_img197.jpg,1.2980296051142104,1,train
3,41.94883370000001,-6.1544886,CAoSLEFGMVFpcFBLaWxrcmFNaFA2NzJNS0JmUzIzT01LRzd4SXNTa2pDQXh4MnI2,grid3_img198.jpg,23.861356621434087,0,test
3,41.957113391138506,-6.33635305509228,6mE3jTrj6L7EueZuZrwPcg,grid3_img199.jpg,1.973658853421799,1,train
3,40.25617760396831,-6.423914810278367,I9NG80AiS3SMgNbGTBXaTw,grid3_img200.jpg,2.0723579498053084,1,train
3,41.784600693337886,-6.2054769537557055,Wmwqut2pHcCeHW8iywVsCQ,grid3_img201.jpg,0.8459461295221274,1,train
3,40.97339901992392,-6.6771087838532885,g2K99T3Daq4F4zn0Ky4qOQ,grid3_img202.jpg,0.8839610409925859,1,train
3,40.01428950626854,-6.063244107195116,zB68cylRhKrAIvCTx20eEw,grid3_img203.jpg,1.3717927644397585,1,test
